numberOfSellers,monthlyRevenueEstimate,monthlyUnitsSold,reviewRating
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,21,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,21.0
21,0.0,1,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
21,8261.0,1,0.0
0,0.0,0,0.0
21,8223.0,1,0.0
0,0.0,0,0.0
21,7762.0,1,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
12844,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,21.0,12946,0.0
0,0.0,0,0.0
0,0.0,0,0.0
8920,1.0,0,0.0
0,21.0,12935,0.0
0,0.0,0,0.0
0,0.0,0,0.0
289,1.0,0,0.0
0,0.0,0,1.0
9507,1.0,0,0.0
0,0.0,0,0.0
21,525.0,1,0.0
0,0.0,0,1.0
0,0.0,0,1.0
9440,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,21,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,21.0,8072,0.0
0,0.0,0,0.0
0,0.0,0,1.0
21,13827.0,1,47540.0
0,0.0,0,1.0
0,0.0,0,0.0
13831,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,21.0,0,0.0
0,21.0,0,0.0
0,0.0,0,0.0
0,0.0,0,4.0
14787,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,21,0.0
0,21.0,8187,0.0
0,0.0,0,0.0
21,13825.0,1,44432.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
21,0.0,0,0.0
0,0.0,0,21.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
21,3378.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
21,0.0,0,0.0
0,0.0,0,0.0
0,21.0,0,0.0
21,0.0,0,0.0
0,0.0,0,0.0
0,0.0,21,0.0
0,0.0,0,1.0
0,0.0,21,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
0,21.0,8097,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,21.0,0,0.0
0,21.0,13805,0.0
0,0.0,0,0.0
0,21.0,13822,0.0
0,0.0,0,1.0
0,0.0,0,4.0
0,0.0,0,0.0
0,0.0,21,0.0
0,0.0,0,1.0
0,21.0,8120,0.0
0,21.0,8083,0.0
0,21.0,8088,0.0
0,0.0,0,1.0
0,0.0,0,0.0
21,0.0,1,0.0
0,0.0,0,0.0
0,0.0,21,0.0
0,0.0,0,0.0
0,0.0,21,0.0
0,0.0,21,0.0
0,21.0,0,0.0
13749,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,21,0.0
0,21.0,0,0.0
0,0.0,0,0.0
0,0.0,0,4.0
0,0.0,2112,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,21,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,21.0,8095,0.0
0,0.0,0,0.0
0,21.0,8018,0.0
21,13813.0,1,37540.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,21,0.0
0,0.0,21,0.0
0,0.0,0,13811.0
0,21.0,8133,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
21,13845.0,1,34540.0
21,0.0,1,0.0
21,0.0,1,0.0
0,0.0,404,1.0
0,0.0,0,0.0
0,0.0,21,0.0
0,0.0,0,1.0
0,0.0,0,0.0
21,11175.0,1,81.51000213623047
14961,1.0,0,0.0
0,21.0,6313,0.0
0,0.0,21,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,21.0,8110,0.0
0,0.0,0,0.0
0,21.0,0,0.0
0,21.0,0,0.0
21,0.0,1,0.0
0,0.0,0,0.0
0,21.0,13812,0.0
0,0.0,0,1.0
0,0.0,21,0.0
0,21.0,13778,0.0
0,21.0,13818,0.0
0,21.0,8064,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
14150,1.0,0,0.0
0,0.0,0,4.0
0,21.0,6419,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,21.0,13769,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,21.0,13808,0.0
0,0.0,0,1.0
0,21.0,8104,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
21,13764.0,1,40986.0
0,21.0,8106,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,21.0,8079,0.0
0,0.0,21,0.0
0,0.0,21,0.0
0,0.0,0,1.0
0,0.0,0,1.0
21,13723.0,1,36486.0
0,0.0,0,0.0
9434,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,4.0
0,0.0,0,1.0
0,21.0,13977,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,241488,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,21,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
21,1411.0,1,0.0
13368,1.0,0,0.0
0,0.0,4176,4.0
0,0.0,0,1.0
21,1144.0,0,0.0
0,0.0,0,0.0
0,0.0,4069,3.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,66643,0.0
2463,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,9972,1.0
0,0.0,0,0.0
0,0.0,0,1.0
0,21.0,0,0.0
21,4549.0,1,9485.91015625
10844,2.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,10539,0.0
0,0.0,0,0.0
11414,3.0,0,0.0
1255,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,1141,2.0
21,9405.0,1,0.0
0,0.0,3651,0.0
0,0.0,0,0.0
0,0.0,0,0.0
15512,2.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
3422,0.0,0,0.0
0,0.0,0,0.0
21,1017.0,1,22713.1796875
0,21.0,0,0.0
0,0.0,0,2.0
0,0.0,0,0.0
0,0.0,0,0.0
0,21.0,0,0.0
11054,1.0,0,0.0
0,0.0,1086,0.0
18634,1.0,0,0.0
0,0.0,9376,2.0
0,0.0,3323,2.0
0,0.0,504,0.0
0,0.0,43,1.0
0,0.0,0,0.0
0,0.0,0,0.0
21,14266.0,1,94126.0
0,21.0,14270,0.0
0,0.0,0,0.0
21,14263.0,1,84626.0
0,0.0,0,1.0
0,0.0,0,0.0
18646,1.0,0,0.0
18703,1.0,0,0.0
17115,1.0,0,0.0
0,0.0,0,1.0
0,0.0,2333,1.0
0,0.0,0,0.0
0,0.0,2606,3.0
13698,2.0,0,0.0
0,0.0,1259,0.0
0,0.0,2048,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,21.0,12596,0.0
0,0.0,28340,0.0
0,0.0,0,0.0
21,12595.0,1,216008.0
0,21.0,12782,0.0
0,0.0,0,0.0
0,21.0,12442,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,21.0,0,0.0
0,0.0,0,0.0
0,0.0,1533,1.0
0,0.0,1149,0.0
0,0.0,782,4.0
17118,1.0,0,0.0
4894,1.0,0,0.0
0,0.0,4178,2.0
0,0.0,0,0.0
0,1.0,0,0.0
0,0.0,0,1.0
0,0.0,1094,0.0
0,0.0,0,0.0
0,0.0,0,3.0
0,21.0,14266,0.0
21,14269.0,1,20770.0
0,0.0,21,0.0
18633,1.0,0,0.0
8374,1.0,0,0.0
14327,1.0,0,0.0
0,0.0,86,2.0
0,0.0,684,0.0
0,0.0,0,1.0
6188,1.0,0,0.0
0,0.0,3600,0.0
0,0.0,302,2.0
10185,1.0,0,0.0
0,21.0,14277,0.0
18634,1.0,0,0.0
6658,1.0,0,0.0
0,0.0,0,0.0
0,0.0,2377,0.0
0,0.0,1003,0.0
0,0.0,4311,0.0
0,0.0,9132,3.0
0,0.0,0,0.0
20787,1.0,0,0.0
0,0.0,201,0.0
0,0.0,755,0.0
0,0.0,3572,0.0
0,0.0,0,1.0
0,0.0,0,0.0
5898,1.0,0,0.0
0,21.0,2661,0.0
0,0.0,1055,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,21.0,0,0.0
0,0.0,21,0.0
0,0.0,0,0.0
1,0.0,0,0.0
0,0.0,202,4.0
0,0.0,0,0.0
0,0.0,3031,1.0
0,0.0,294,0.0
21,16317.0,1,783.4400024414062
21,8392.0,3,2070.280029296875
0,0.0,0,4778.0
21,1538.0,2,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,21.0,14259,0.0
0,0.0,0,1.0
0,0.0,1925,2.0
0,0.0,5526,0.0
0,0.0,21,0.0
0,0.0,365,3.0
0,0.0,0,0.0
0,0.0,1835,1.0
0,0.0,0,0.0
15559,2.0,0,0.0
0,0.0,0,0.0
0,0.0,0,3.0
0,0.0,0,0.0
21,12593.0,1,219678.0
21,12593.0,1,203546.0
21,12784.0,1,122.9800033569336
18634,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
1829,1.0,0,0.0
0,0.0,21,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,1072,0.0
0,0.0,0,0.0
0,0.0,10674,3.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
21,0.0,1,2494.239990234375
12633,4.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
18696,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,17024,1.0
0,0.0,0,0.0
0,0.0,0,0.0
21,4231.0,1,0.0
10337,3.0,0,0.0
21,20389.0,1,1109.699951171875
0,0.0,0,0.0
0,21.0,11125,0.0
21,4358.0,1,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
10338,2.0,0,0.0
0,0.0,1684,0.0
21,12764.0,1,6385.83984375
0,0.0,12049,1.0
0,0.0,1035,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,21.0,12809,0.0
10993,1.0,0,0.0
0,1.0,0,0.0
0,0.0,2697,0.0
5917,2.0,0,0.0
0,0.0,0,0.0
0,8.0,0,0.0
0,0.0,0,0.0
0,0.0,17995,1.0
0,0.0,0,0.0
5884,2.0,0,0.0
12731,2.0,0,0.0
21,4324.0,1,0.0
0,0.0,716,1.0
14756,9.0,0,0.0
0,0.0,2494,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
0,21.0,13445,0.0
0,0.0,0,0.0
0,21.0,5598,0.0
466,1.0,0,0.0
0,0.0,0,0.0
21,0.0,1,8977.08984375
19264,8.0,0,0.0
4110,1.0,0,0.0
21,12594.0,1,285056.0
0,0.0,1500,0.0
0,0.0,1356,3.0
0,0.0,0,0.0
18634,1.0,0,0.0
17033,1.0,0,0.0
18634,1.0,0,0.0
14708,3.0,0,0.0
8476,1.0,0,0.0
21,6892.0,1,1090.199951171875
0,0.0,0,0.0
0,0.0,935,0.0
0,0.0,2135,3.0
0,0.0,261,0.0
0,0.0,151,0.0
0,0.0,3550,0.0
0,0.0,21,0.0
0,0.0,0,0.0
0,0.0,0,12599.0
0,0.0,0,0.0
0,21.0,12783,0.0
0,0.0,0,0.0
17549,1.0,0,0.0
18646,1.0,0,0.0
0,0.0,24560,0.0
0,0.0,0,0.0
3399,1.0,0,0.0
21,14271.0,1,78926.0
0,0.0,1813,1.0
0,0.0,351,0.0
0,0.0,588,0.0
0,0.0,0,8.0
0,0.0,0,1.0
0,0.0,160,2.0
12057,1.0,0,0.0
0,0.0,0,0.0
0,0.0,21,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
18636,1.0,0,0.0
0,0.0,0,0.0
21,12585.0,1,0.0
0,0.0,5878,4.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,1529,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,21.0,11242,0.0
13987,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,62244,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,4076,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,1612,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,902,1.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
9844,1.0,0,0.0
0,0.0,1406,3.0
0,0.0,0,1.0
0,21.0,12333,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,21,0.0
21,8205.0,2,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,784,3.0
0,0.0,0,2.0
293,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,11219,0.0
21,13373.0,1,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,58982,2.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
5280,1.0,0,0.0
0,0.0,0,0.0
0,0.0,304,3.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,13287,0.0
0,0.0,0,2.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
21,7636.0,1,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,78,1.0
0,0.0,13080,4.0
0,0.0,0,0.0
0,0.0,578,0.0
0,0.0,0,0.0
0,0.0,0,0.0
12171,1.0,0,0.0
0,0.0,687,4.0
11680,1.0,0,0.0
0,0.0,585,0.0
0,0.0,0,0.0
0,0.0,21,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,10967,1.0
0,0.0,0,0.0
0,0.0,21,0.0
11754,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,62,2.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,7273,2.0
0,0.0,0,0.0
0,21.0,16319,0.0
0,0.0,1923,1.0
0,0.0,0,1.0
7191,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
8677,1.0,0,0.0
0,0.0,0,0.0
0,21.0,1405,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
8932,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
3414,1.0,0,0.0
0,0.0,4814,1.0
0,21.0,10238,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,2.0
0,0.0,2325,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
12749,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,1820,0.0
0,0.0,0,0.0
0,21.0,7165,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,0.0
0,21.0,1369,0.0
0,0.0,0,0.0
0,0.0,0,0.0
21,1589.0,1,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
21,2032.0,1,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
4391,0.0,0,0.0
1,0.0,0,0.0
1,0.0,0,0.0
1,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,21.0,5760,0.0
0,21.0,7181,0.0
0,0.0,0,1.0
0,0.0,777,0.0
0,0.0,3440,0.0
21,5987.0,1,0.0
0,0.0,0,17030.0
1,0.0,0,3.5
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,1118,1.0
0,0.0,0,4.0
0,0.0,0,0.0
0,0.0,0,0.0
5,0.0,0,5.0
0,0.0,382,15.0
0,0.0,0,0.0
21,0.0,1,0.0
0,0.0,0,0.0
0,0.0,312,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,230,0.0
21,0.0,1,36382.51953125
0,0.0,0,2.0
0,0.0,0,0.0
0,0.0,170,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
21,0.0,1,0.0
0,21.0,0,0.0
0,0.0,234,4.0
0,0.0,1147,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,551,0.0
0,0.0,0,0.0
0,0.0,1386,0.0
0,0.0,0,0.0
0,0.0,0,0.0
895,1.0,0,0.0
21,3804.0,1,0.0
0,0.0,0,0.0
21,9333.0,1,0.0
0,0.0,0,0.0
0,0.0,21,0.0
0,0.0,4174,2.0
0,0.0,0,0.0
4336,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
14471,1.0,0,0.0
0,0.0,0,2.0
0,0.0,84,1.0
0,0.0,1196,2.0
13756,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,42377,0.0
0,0.0,240,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
9768,1.0,0,0.0
0,0.0,0,0.0
21,8799.0,1,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
21,2838.0,2,0.0
0,0.0,0,0.0
0,21.0,12444,0.0
0,0.0,0,0.0
7,0.0,0,0.0
1,0.0,0,0.0
0,0.0,0,1.0
6639,1.0,0,0.0
0,0.0,0,0.0
1,0.0,0,0.0
1,0.0,0,0.0
1,0.0,0,4.199999809265137
0,0.0,0,1.0
0,0.0,0,0.0
21,15605.0,1,0.0
0,21.0,15418,0.0
1,0.0,0,0.0
0,0.0,0,0.0
1,0.0,0,0.0
1,0.0,0,5.0
0,0.0,0,0.0
15965,1.0,0,0.0
1,0.0,0,0.0
0,0.0,0,0.0
1,0.0,0,0.0
1,0.0,0,0.0
0,0.0,0,0.0
1,0.0,0,0.0
0,0.0,0,1.0
1,0.0,0,0.0
0,0.0,0,0.0
0,21.0,11585,0.0
1,0.0,0,0.0
16178,2.0,0,0.0
1,0.0,0,5.0
21,15956.0,1,0.0
1,0.0,0,0.0
1,0.0,0,0.0
1,0.0,0,0.0
1,0.0,0,0.0
1,0.0,0,0.0
0,0.0,0,1.0
0,21.0,15424,0.0
1,0.0,0,0.0
0,0.0,0,0.0
14915,1.0,0,0.0
0,0.0,0,4.0
0,0.0,3659,31.0
0,1.0,0,0.0
1,0.0,0,0.0
0,0.0,0,0.0
16109,1.0,0,0.0
0,0.0,0,0.0
1,0.0,0,0.0
0,0.0,0,0.0
1,0.0,0,0.0
1,0.0,0,0.0
1,0.0,0,0.0
1,0.0,0,0.0
21,13282.0,1,0.0
0,0.0,0,0.0
1,0.0,0,0.0
11,0.0,0,0.0
1,0.0,0,0.0
0,0.0,0,0.0
1,0.0,0,0.0
2,0.0,0,0.0
3,0.0,0,0.0
1,0.0,0,0.0
0,0.0,0,1.0
1,0.0,0,0.0
1,0.0,0,0.0
16175,1.0,0,0.0
0,0.0,0,0.0
1,0.0,0,0.0
0,0.0,0,0.0
1,0.0,0,0.0
1,0.0,0,0.0
12262,1.0,0,0.0
21,15969.0,1,0.0
1,0.0,0,0.0
0,0.0,0,0.0
21,15528.0,1,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
1,0.0,0,3.5
0,0.0,0,0.0
1,0.0,0,0.0
1,0.0,0,0.0
1,0.0,0,0.0
2,0.0,0,0.0
0,0.0,0,0.0
1,0.0,0,0.0
1,0.0,0,0.0
21,13875.0,1,0.0
1,0.0,0,0.0
9803,1.0,0,0.0
1,0.0,0,0.0
21,8562.0,1,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,427,3.0
0,0.0,0,0.0
21,9260.0,1,507.3699951171875
0,0.0,0,1.0
6101,1.0,0,0.0
0,0.0,0,0.0
12004,1.0,0,0.0
0,0.0,0,0.0
0,0.0,21,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,472,0.0
0,0.0,0,0.0
12191,1.0,0,0.0
0,0.0,0,0.0
21,8445.0,1,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,2.0,0,0.0
18112,13.0,0,0.0
0,0.0,345,3.0
0,0.0,552,3.0
0,0.0,413,1.0
0,0.0,0,1937.0
0,0.0,0,0.0
0,21.0,1029,0.0
21,12053.0,1,732.0599975585938
0,0.0,21,0.0
0,0.0,21,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,21.0,2196,0.0
21,1343.0,1,0.0
0,0.0,0,0.0
0,21.0,1016,0.0
0,0.0,0,0.0
0,0.0,0,0.0
13624,0.0,0,0.0
11542,0.0,0,0.0
0,0.0,0,0.0
6587,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,21,0.0
0,0.0,0,8650.0
0,0.0,0,0.0
13628,1.0,0,0.0
0,0.0,971,0.0
0,0.0,0,0.0
0,0.0,4716,0.0
10441,1.0,0,0.0
0,0.0,471,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,2197,1.0
0,0.0,0,0.0
0,0.0,0,9753.0
0,0.0,0,0.0
21,9830.0,1,0.0
16473,1.0,0,0.0
21,9820.0,1,0.0
0,0.0,2854,0.0
21,9819.0,1,0.0
0,0.0,0,0.0
21,9837.0,1,0.0
21,9817.0,1,0.0
0,0.0,7955,1.0
21,9808.0,1,0.0
0,0.0,10411,0.0
21,9841.0,1,0.0
0,0.0,21,0.0
21,9842.0,1,0.0
0,0.0,5551,0.0
0,0.0,0,1.0
13582,2.0,0,0.0
21,11264.0,1,712.3200073242188
0,0.0,0,1.0
0,0.0,346,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,18895,1.0
0,21.0,14979,0.0
0,0.0,0,1.0
21,11817.0,2,117.5999984741211
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,0.0
13577,2.0,0,0.0
0,0.0,21014,3.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,4.0
0,1.0,0,0.0
0,1.0,0,0.0
0,0.0,0,98.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,76,5.0
0,0.0,0,1.0
0,6.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
21,0.0,1,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,21,0.0
0,0.0,2011,89.0
0,0.0,0,21.0
0,1.0,0,0.0
21,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,7.0
0,6.0,0,0.0
0,0.0,0,0.0
0,0.0,20138,63.0
0,1.0,0,0.0
0,0.0,0,116.0
0,0.0,13039,0.0
0,0.0,0,0.0
0,0.0,44,7.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,21.0,13041,0.0
0,0.0,0,0.0
0,0.0,552,0.0
0,0.0,4958,0.0
0,0.0,0,0.0
0,0.0,0,4262.0
0,0.0,0,0.0
0,0.0,24521,264.0
0,0.0,0,0.0
0,0.0,0,0.0
7828,1.0,0,0.0
21,2096.0,1,0.0
0,0.0,0,0.0
8304,1.0,0,0.0
0,0.0,0,0.0
3026,1.0,0,0.0
21,11035.0,2,0.0
0,0.0,0,11589.0
0,0.0,0,0.0
0,0.0,0,0.0
21,7289.0,1,167209.078125
0,0.0,97,2.0
6372,1.0,0,0.0
21,10541.0,0,0.0
0,0.0,0,0.0
157,1.0,0,0.0
0,0.0,0,1.0
0,21.0,1003,0.0
0,0.0,0,8273.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
11544,1.0,0,0.0
3029,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,21.0,2338,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,21,0.0
0,21.0,13641,0.0
0,0.0,0,0.0
2027,1.0,0,0.0
0,0.0,30,1.0
0,0.0,0,0.0
0,0.0,21,0.0
13557,1.0,0,0.0
0,21.0,11365,0.0
12276,1.0,0,0.0
17642,1.0,0,0.0
0,21.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
7259,1.0,0,0.0
0,0.0,0,0.0
9309,1.0,0,0.0
0,21.0,13889,0.0
6725,1.0,0,0.0
0,21.0,14094,0.0
0,1.0,0,0.0
14611,1.0,0,0.0
14621,1.0,0,0.0
0,0.0,0,1.0
14614,1.0,0,0.0
21,6940.0,1,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,700,0.0
172510,2.0,0,0.0
0,0.0,0,1.0
0,0.0,26536,2.0
0,0.0,311,0.0
0,0.0,0,4.0
14173,1.0,0,0.0
0,0.0,1361,0.0
0,0.0,21075,4.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,9133,0.0
15198,1.0,0,0.0
0,0.0,0,44.0
0,0.0,0,44.0
0,0.0,0,44.0
0,0.0,0,44.0
0,0.0,0,44.0
0,0.0,0,44.0
0,0.0,0,44.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,3.0
21,12824.0,1,204.3800048828125
0,0.0,782,0.0
5453,1.0,0,0.0
11226,1.0,0,0.0
19177,2.0,0,0.0
0,0.0,2349,0.0
0,0.0,526,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,4.0
0,0.0,0,0.0
0,0.0,6347,0.0
0,0.0,5551,0.0
0,0.0,0,0.0
13994,2.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
12863,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,20664,1.0
0,0.0,23581,1.0
0,0.0,22101,1.0
